Generations completed
Generations completed
1,275;268;272;270;266;271;267;270
2,275;274;269;269;268;270;269;273
3,275;266;269;268;269;267;268;273
4,275;267;272;270;272;270;271;265
5,275;269;271;275;264;272;269;272
6,275;270;270;270;270;267;272;271
7,275;268;270;270;261;264;272;274
8,275;271;265;265;272;267;268;271
9,275;271;264;276;264;269;267;272
10,276;269;265;268;270;274;272;269
11,276;271;267;271;268;268;274;272
