Generations completed, Solution index, Solution, Cell increments, Fitness
Generations completed, Solution index, Solution, Cell increments, Fitness
 ,0,['X', '0.02'];['Y', '0.039'];['X', '0.018'];['X', '0.017'];['X', '0.036'];['Y', '0.005'];['X', '0.014'];['Y', '0.029'];['Y', '0.016'];['X', '0.021'];['Y', '0.042'];['Y', '0.014'];['Y', '0.027'];['Y', '0.025'];['X', '0.009'];['Y', '0.021'];['X', '0.017'];['X', '0.019'];['Y', '0.032'];['X', '0.008'];['X', '0.033'];['Y', '0.013'];['X', '0.025'];['X', '0.013'];['X', '0.002'];['X', '0.016'];['X', '0.043'];['X', '0.008'];['Y', '0.003'];['X', '0.01'];['Y', '0.016'];['X', '0.018'];['X', '0.039'];['X', '0.002'];['Y', '0.008'];['Y', '0.049'];['Y', '0.035'];['Y', '0.018'];['X', '0.027'];['X', '0.013'];['Y', '0.024'];['Y', '0.001'];['X', '0.01'];['Y', '0.023'];['Y', '0.017'];['X', '0.014'];['X', '0.04'];['X', '0.007'];['Y', '0.029'];['X', '0.006'];['Y', '0.006'];['X', '0.025'];['X', '0.011'];['Y', '0.013'];['X', '0.042'];['X', '0.006'];['X', '0.004'];['X', '0.02'];['X', '0.01'];['X', '0.038'];['Y', '0.032'];['Y', '0.019'];['Y', '0.003'];['Y', '0.023'];['X', '0.014'];['Y', '0.019'];['X', '0.037'];['Y', '0.03'],1;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;2;4;2;0;0;2;4;2;0;0;0;0;1;6;10;6;0;1;0;1;5;7;3;2;5;7;7;5;9;10;11;4;1;1;5;6;10;7;11;9;6;6;6;15;18;16;18;12,271
 ,1,['Y', '0.029'];['X', '0.005'];['X', '0.025'];['X', '0.006'];['X', '0.047'];['Y', '0.044'];['X', '0.017'];['X', '0.037'];['Y', '0.029'];['Y', '0.023'];['X', '0.04'];['X', '0.036'];['Y', '0.004'];['X', '0.034'];['X', '0.029'];['Y', '0.038'];['X', '0.028'];['Y', '0.001'];['Y', '0.007'];['X', '0.019'];['Y', '0.002'];['X', '0.027'];['X', '0.02'];['Y', '0.028'];['Y', '0.027'];['X', '0.014'];['X', '0.031'];['Y', '0.041'];['Y', '0.019'];['Y', '0.021'];['Y', '0.02'];['Y', '0.028'];['Y', '0.035'];['X', '0.013'];['Y', '0.014'];['X', '0.03'];['Y', '0.027'];['Y', '0.016'];['X', '0.044'];['X', '0.049'];['X', '0.041'];['X', '0.014'];['Y', '0.001'];['X', '0.019'];['X', '0.037'];['X', '0.042'];['Y', '0.017'];['Y', '0.043'];['X', '0.021'];['Y', '0.006'];['X', '0.05'];['Y', '0.031'];['Y', '0.023'];['Y', '0.014'];['X', '0.021'];['Y', '0.002'];['Y', '0.007'];['X', '0.023'];['X', '0.011'];['X', '0.017'];['X', '0.014'];['Y', '0.017'];['X', '0.01'];['X', '0.044'];['Y', '0.047'];['Y', '0.02'];['Y', '0.001'];['Y', '0.026'],1;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;1;5;2;0;0;2;5;1;0;0;0;0;0;7;12;5;0;0;0;1;6;6;2;2;4;8;9;6;7;12;6;6;3;2;2;6;9;11;7;5;10;14;8;13;18;14;16;13,274
 ,2,['X', '0.021'];['Y', '0.043'];['X', '0.012'];['X', '0.021'];['Y', '0.042'];['Y', '0.049'];['Y', '0.008'];['X', '0.041'];['X', '0.011'];['Y', '0.041'];['X', '0.008'];['Y', '0.046'];['X', '0.037'];['X', '0.009'];['X', '0.033'];['X', '0.016'];['Y', '0.045'];['X', '0.045'];['Y', '0.046'];['Y', '0.001'];['Y', '0.001'];['Y', '0.017'];['Y', '0.041'];['X', '0.012'];['X', '0.008'];['Y', '0.011'];['X', '0.006'];['Y', '0.022'];['X', '0.021'];['X', '0.007'];['Y', '0.036'];['X', '0.003'];['Y', '0.029'];['X', '0.042'];['X', '0.048'];['Y', '0.04'];['X', '0.031'];['X', '0.035'];['X', '0.017'];['Y', '0.016'];['Y', '0.023'];['Y', '0.023'];['X', '0.036'];['X', '0.025'];['X', '0.039'];['X', '0.022'];['X', '0.049'];['X', '0.046'];['Y', '0.045'];['X', '0.032'];['Y', '0.025'];['Y', '0.035'];['X', '0.02'];['X', '0.011'];['Y', '0.05'];['Y', '0.002'];['Y', '0.04'];['X', '0.001'];['X', '0.01'];['X', '0.044'];['Y', '0.013'];['X', '0.022'];['X', '0.01'];['Y', '0.046'];['X', '0.04'];['Y', '0.031'];['Y', '0.044'];['Y', '0.044'],1;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;1;5;2;0;0;2;4;2;0;0;0;0;1;7;11;3;2;0;0;1;5;7;2;2;5;8;8;8;5;12;9;3;4;1;4;3;11;10;7;7;11;10;11;12;12;21;11;10,268
 ,3,['X', '0.013'];['Y', '0.037'];['Y', '0.027'];['X', '0.028'];['Y', '0.026'];['X', '0.011'];['Y', '0.038'];['Y', '0.041'];['Y', '0.002'];['Y', '0.05'];['X', '0.031'];['X', '0.047'];['X', '0.029'];['X', '0.002'];['Y', '0.013'];['X', '0.012'];['Y', '0.03'];['X', '0.025'];['X', '0.011'];['Y', '0.038'];['Y', '0.018'];['Y', '0.017'];['X', '0.012'];['X', '0.015'];['X', '0.044'];['Y', '0.006'];['Y', '0.036'];['X', '0.016'];['Y', '0.03'];['Y', '0.014'];['Y', '0.02'];['X', '0.03'];['X', '0.044'];['Y', '0.022'];['Y', '0.037'];['Y', '0.035'];['Y', '0.049'];['X', '0.027'];['Y', '0.02'];['X', '0.009'];['X', '0.036'];['Y', '0.015'];['X', '0.046'];['X', '0.04'];['Y', '0.042'];['X', '0.044'];['X', '0.044'];['Y', '0.037'];['Y', '0.048'];['X', '0.035'];['X', '0.036'];['Y', '0.046'];['Y', '0.044'];['X', '0.041'];['Y', '0.024'];['Y', '0.039'];['X', '0.012'];['X', '0.047'];['X', '0.02'];['X', '0.017'];['Y', '0.001'];['Y', '0.045'];['X', '0.0'];['Y', '0.021'];['X', '0.01'];['X', '0.029'];['Y', '0.015'];['Y', '0.037'],1;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;2;2;4;0;0;2;4;2;0;0;0;0;1;6;10;6;1;0;0;0;7;7;3;1;4;6;8;8;5;13;9;6;2;0;5;5;7;11;10;10;7;11;7;18;9;11;17;14,269
 ,4,['Y', '0.009'];['X', '0.024'];['Y', '0.015'];['Y', '0.012'];['Y', '0.021'];['X', '0.018'];['Y', '0.038'];['Y', '0.029'];['Y', '0.026'];['Y', '0.002'];['X', '0.007'];['Y', '0.031'];['X', '0.038'];['X', '0.045'];['Y', '0.048'];['Y', '0.023'];['X', '0.048'];['X', '0.012'];['X', '0.048'];['X', '0.027'];['X', '0.016'];['X', '0.013'];['Y', '0.028'];['X', '0.005'];['X', '0.035'];['X', '0.004'];['Y', '0.042'];['Y', '0.04'];['X', '0.011'];['X', '0.015'];['Y', '0.041'];['Y', '0.027'];['X', '0.04'];['X', '0.009'];['Y', '0.039'];['Y', '0.01'];['Y', '0.025'];['X', '0.047'];['X', '0.019'];['X', '0.013'];['X', '0.036'];['Y', '0.008'];['Y', '0.014'];['Y', '0.029'];['Y', '0.007'];['Y', '0.017'];['X', '0.034'];['X', '0.041'];['Y', '0.05'];['X', '0.027'];['X', '0.045'];['X', '0.038'];['X', '0.0'];['Y', '0.029'];['Y', '0.011'];['Y', '0.019'];['X', '0.003'];['X', '0.022'];['Y', '0.011'];['X', '0.009'];['X', '0.023'];['X', '0.047'];['X', '0.007'];['X', '0.031'];['Y', '0.005'];['Y', '0.028'];['X', '0.024'];['Y', '0.0'],1;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;2;2;4;0;0;1;5;2;0;0;0;0;2;5;10;6;1;0;0;3;3;5;4;3;2;8;11;8;8;7;9;5;2;0;4;6;7;11;11;12;5;10;11;15;11;15;12;12,268
 ,5,['Y', '0.037'];['X', '0.012'];['X', '0.044'];['X', '0.017'];['X', '0.024'];['X', '0.003'];['X', '0.04'];['Y', '0.049'];['Y', '0.026'];['X', '0.003'];['Y', '0.021'];['X', '0.011'];['X', '0.022'];['X', '0.016'];['X', '0.002'];['X', '0.045'];['Y', '0.023'];['Y', '0.035'];['X', '0.021'];['X', '0.037'];['Y', '0.03'];['X', '0.033'];['Y', '0.009'];['X', '0.007'];['Y', '0.046'];['Y', '0.004'];['Y', '0.016'];['X', '0.015'];['Y', '0.01'];['X', '0.04'];['Y', '0.022'];['Y', '0.005'];['Y', '0.042'];['Y', '0.003'];['Y', '0.027'];['Y', '0.041'];['X', '0.018'];['Y', '0.005'];['X', '0.044'];['Y', '0.046'];['Y', '0.025'];['X', '0.032'];['Y', '0.04'];['Y', '0.021'];['X', '0.03'];['Y', '0.013'];['Y', '0.007'];['X', '0.022'];['Y', '0.012'];['Y', '0.046'];['X', '0.032'];['X', '0.028'];['X', '0.006'];['X', '0.04'];['Y', '0.025'];['X', '0.046'];['X', '0.045'];['X', '0.022'];['Y', '0.005'];['Y', '0.041'];['X', '0.011'];['X', '0.006'];['Y', '0.016'];['Y', '0.008'];['Y', '0.012'];['Y', '0.012'];['Y', '0.015'];['X', '0.044'],1;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;2;2;4;0;0;2;4;2;0;0;0;0;1;7;10;5;1;0;0;0;6;6;2;5;4;7;8;7;8;5;11;8;2;0;6;6;8;8;6;12;7;10;11;12;15;12;15;7,262
 ,6,['X', '0.009'];['Y', '0.046'];['Y', '0.029'];['X', '0.001'];['Y', '0.001'];['X', '0.044'];['X', '0.001'];['Y', '0.023'];['Y', '0.012'];['X', '0.047'];['Y', '0.03'];['Y', '0.028'];['Y', '0.038'];['Y', '0.009'];['Y', '0.005'];['Y', '0.001'];['X', '0.031'];['Y', '0.032'];['Y', '0.021'];['Y', '0.033'];['X', '0.02'];['X', '0.031'];['Y', '0.032'];['X', '0.004'];['Y', '0.047'];['Y', '0.011'];['Y', '0.011'];['Y', '0.031'];['Y', '0.015'];['X', '0.01'];['Y', '0.022'];['Y', '0.036'];['Y', '0.027'];['Y', '0.038'];['X', '0.017'];['Y', '0.035'];['Y', '0.009'];['Y', '0.046'];['X', '0.029'];['X', '0.028'];['Y', '0.009'];['Y', '0.015'];['Y', '0.025'];['X', '0.015'];['X', '0.028'];['X', '0.004'];['Y', '0.041'];['X', '0.014'];['Y', '0.044'];['X', '0.011'];['Y', '0.021'];['Y', '0.018'];['Y', '0.01'];['Y', '0.016'];['X', '0.042'];['X', '0.024'];['X', '0.002'];['Y', '0.017'];['X', '0.019'];['X', '0.027'];['X', '0.032'];['Y', '0.0'];['Y', '0.001'];['X', '0.013'];['X', '0.049'];['X', '0.033'];['X', '0.045'];['X', '0.016'],1;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;1;5;2;0;0;2;5;1;0;0;0;0;0;5;14;4;1;0;0;2;3;9;3;0;4;8;7;10;6;12;9;3;2;3;3;3;11;9;11;6;8;7;12;11;17;15;17;13,272
 ,7,['X', '0.041'];['Y', '0.028'];['Y', '0.033'];['Y', '0.021'];['Y', '0.012'];['X', '0.004'];['X', '0.018'];['Y', '0.01'];['X', '0.043'];['Y', '0.039'];['Y', '0.046'];['X', '0.026'];['Y', '0.008'];['X', '0.047'];['X', '0.03'];['Y', '0.044'];['X', '0.024'];['Y', '0.036'];['Y', '0.02'];['X', '0.048'];['Y', '0.041'];['Y', '0.022'];['X', '0.012'];['X', '0.022'];['X', '0.036'];['X', '0.029'];['Y', '0.009'];['X', '0.002'];['Y', '0.028'];['Y', '0.013'];['Y', '0.042'];['Y', '0.001'];['X', '0.046'];['Y', '0.008'];['X', '0.014'];['Y', '0.004'];['Y', '0.011'];['Y', '0.035'];['X', '0.045'];['X', '0.048'];['X', '0.029'];['X', '0.009'];['X', '0.018'];['X', '0.031'];['X', '0.017'];['Y', '0.046'];['Y', '0.042'];['X', '0.0'];['X', '0.013'];['X', '0.046'];['Y', '0.045'];['Y', '0.023'];['Y', '0.03'];['Y', '0.042'];['X', '0.026'];['X', '0.011'];['Y', '0.01'];['X', '0.019'];['Y', '0.009'];['X', '0.048'];['Y', '0.029'];['Y', '0.009'];['X', '0.049'];['Y', '0.003'];['Y', '0.029'];['X', '0.029'];['X', '0.009'];['X', '0.01'],1;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;3;2;3;0;0;3;3;2;0;0;0;0;0;9;9;5;1;0;0;2;4;7;4;2;3;5;9;7;9;12;5;8;2;1;3;7;8;7;7;13;10;8;13;8;14;16;20;13,275
 ,1,['X', '0.041'];['Y', '0.028'];['X', '0.033'];['X', '0.006'];['X', '0.047'];['X', '0.044'];['X', '0.017'];['X', '0.037'];['Y', '0.029'];['Y', '0.023'];['X', '0.003'];['X', '0.036'];['Y', '0.004'];['X', '0.034'];['X', '0.029'];['Y', '0.038'];['X', '0.028'];['X', '0.001'];['Y', '0.007'];['X', '0.019'];['X', '0.002'];['X', '0.027'];['X', '0.02'];['Y', '0.028'];['X', '0.027'];['X', '0.014'];['X', '0.031'];['Y', '0.041'];['Y', '0.019'];['Y', '0.021'];['Y', '0.02'];['Y', '0.028'];['Y', '0.034'];['X', '0.013'];['Y', '0.014'];['Y', '0.03'];['Y', '0.027'];['Y', '0.016'];['X', '0.044'];['X', '0.049'];['X', '0.041'];['X', '0.014'];['Y', '0.001'];['X', '0.019'];['X', '0.037'];['X', '0.042'];['Y', '0.017'];['Y', '0.043'];['X', '0.021'];['Y', '0.006'];['X', '0.05'];['Y', '0.035'];['Y', '0.023'];['Y', '0.014'];['X', '0.023'];['Y', '0.002'];['Y', '0.015'];['X', '0.023'];['Y', '0.011'];['Y', '0.017'];['X', '0.014'];['Y', '0.017'];['X', '0.01'];['Y', '0.044'];['Y', '0.047'];['Y', '0.02'];['Y', '0.001'];['Y', '0.026'],1;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;1;5;2;0;0;1;5;2;0;0;0;0;1;5;12;6;0;0;0;1;6;6;2;2;7;6;9;4;9;11;7;5;4;2;1;7;9;10;10;10;8;9;7;9;19;11;13;16,268
 ,2,['Y', '0.029'];['X', '0.005'];['X', '0.025'];['X', '0.006'];['X', '0.047'];['Y', '0.044'];['X', '0.017'];['X', '0.037'];['Y', '0.001'];['Y', '0.023'];['X', '0.04'];['X', '0.036'];['Y', '0.004'];['X', '0.033'];['X', '0.029'];['Y', '0.038'];['Y', '0.028'];['Y', '0.001'];['Y', '0.018'];['X', '0.019'];['X', '0.002'];['X', '0.027'];['X', '0.02'];['Y', '0.028'];['Y', '0.027'];['X', '0.014'];['X', '0.031'];['Y', '0.041'];['Y', '0.019'];['Y', '0.021'];['Y', '0.02'];['Y', '0.028'];['Y', '0.035'];['X', '0.013'];['X', '0.014'];['X', '0.03'];['Y', '0.027'];['Y', '0.016'];['X', '0.044'];['Y', '0.049'];['Y', '0.041'];['X', '0.014'];['Y', '0.001'];['X', '0.019'];['X', '0.037'];['X', '0.042'];['Y', '0.017'];['Y', '0.014'];['X', '0.044'];['X', '0.011'];['X', '0.002'];['Y', '0.018'];['Y', '0.01'];['Y', '0.016'];['X', '0.042'];['X', '0.024'];['X', '0.002'];['Y', '0.017'];['X', '0.019'];['X', '0.032'];['X', '0.032'];['Y', '0.0'];['Y', '0.001'];['X', '0.013'];['X', '0.049'];['X', '0.033'];['X', '0.045'];['X', '0.016'],1;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;6;2;0;0;1;4;3;0;0;0;0;0;7;10;7;0;0;0;0;7;5;2;5;7;3;9;7;11;4;8;5;4;2;5;9;9;7;4;11;10;12;8;15;12;18;16;9,272
